numero_aviso;fecha_creacion;tipo_carroceria;marca;linea;version;modelo;version_hechos;codigo_irs;nombre_irs;piezas_totales;piezas_cambio;estado_aviso
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;02090105nndn;marco frontal fibra;41;41;ENTREGADO
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;02090003nndn;absorbedor de impacto central bomper delantero;41;41;ENTREGADO
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;02090067nidn;guardafango izquierdo;41;41;ENTREGADO
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;05040023nnni;carcasa inferior filtro de aire;41;41;ENTREGADO
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;02090611nndn;cubierta superior radiador;41;41;ENTREGADO
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;02090598nidn;soporte superior izquierdo radiador;41;41;ENTREGADO
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;05040104nndn;multiple de admision;41;41;ENTREGADO
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;02090212nndn;soporte central bomper delantero;41;41;ENTREGADO
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;05040035nndn;ducto de toma de aire;41;41;ENTREGADO
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;02070008nndn;emblema persiana;41;41;ENTREGADO
240099;2025-01-11 13:41:21.377000;;KIA;RIO SPICE;1.2 MT 1200CC 5P 2AB;2014;expresa el asegurado que conduce sobre el viaducto sentido dosquebradas pereira calzada izquierda y que no alcanza a conservar la distancia de seguridad e impacta al vh al vehiculo de adelante - vehiculos afectados: no - otros afectados: no;02080018nndn;bocel bomper delantero;41;41;ENTREGADO
238018;2025-01-06 12:10:29.883419;camioneta;NISSAN;QASHQAI;SENSE 2.0;2018;deje estacionado mi vehiculo en el cementerio parque de curico, al momento de ll egar a este me dice una persona que habian dos sujetos intentando abrir mi vehic ulo y al momento de huir rompieron el foco trasero derecho, ademas dejando los s iguientes danos a parachoques trasero, costado trasero derecho, puerta delantera izquierda, chapa puerta delantera izquierda. - foco trasero derecho, parachoque s trasero, costado trasero derecho, puerta delantera izquierda, chapa puerta del antera izquierda.;02090113nntn;parachoque tras.;3;3;ENTREGADO
238018;2025-01-06 12:10:29.883419;camioneta;NISSAN;QASHQAI;SENSE 2.0;2018;deje estacionado mi vehiculo en el cementerio parque de curico, al momento de ll egar a este me dice una persona que habian dos sujetos intentando abrir mi vehic ulo y al momento de huir rompieron el foco trasero derecho, ademas dejando los s iguientes danos a parachoques trasero, costado trasero derecho, puerta delantera izquierda, chapa puerta delantera izquierda. - foco trasero derecho, parachoque s trasero, costado trasero derecho, puerta delantera izquierda, chapa puerta del antera izquierda.;03040038ndtn;farol exterior tras. der.;3;3;ENTREGADO
238018;2025-01-06 12:10:29.883419;camioneta;NISSAN;QASHQAI;SENSE 2.0;2018;deje estacionado mi vehiculo en el cementerio parque de curico, al momento de ll egar a este me dice una persona que habian dos sujetos intentando abrir mi vehic ulo y al momento de huir rompieron el foco trasero derecho, ademas dejando los s iguientes danos a parachoques trasero, costado trasero derecho, puerta delantera izquierda, chapa puerta delantera izquierda. - foco trasero derecho, parachoque s trasero, costado trasero derecho, puerta delantera izquierda, chapa puerta del antera izquierda.;02030008intn;broches parachoque tras.;3;3;ENTREGADO
113054;2024-01-03 12:14:13.453000;hatchback;KIA;PICANTO;1.2 CC TM 4CYL;2021;en la via se me atraveso un perro.;02090129nndn;parrilla;4;4;OBJETADO
113054;2024-01-03 12:14:13.453000;hatchback;KIA;PICANTO;1.2 CC TM 4CYL;2021;en la via se me atraveso un perro.;02090112nndn;defensa delantero;4;4;OBJETADO
113054;2024-01-03 12:14:13.453000;hatchback;KIA;PICANTO;1.2 CC TM 4CYL;2021;en la via se me atraveso un perro.;05050038indn;marco radiador;4;4;OBJETADO
113054;2024-01-03 12:14:13.453000;hatchback;KIA;PICANTO;1.2 CC TM 4CYL;2021;en la via se me atraveso un perro.;02090200nndn;tapa motor;4;4;OBJETADO
275366;2025-04-14 09:30:13.910478;camioneta;CHEVROLET;TRACKER;FWD 1.8;2018;estaba estacionado y al momento de ponerme en la calle para retirarme, fui retro cediendo saliendo del estacionamiento, y solamente mirando por la ventana derech a, retrocedi lentamente hasta que senti un golpe del lado izquiero, notando que impacte a otro vh en el tapabarro trasero lado del piloto. mi vh tracker y el ch erry (vh que impacte) quedaron con abolladuras. //datos de tercero: rodolfo gab riel murua. rut: 28167390-4, ppu: ltlf90, chery arrizo 5 glx1.5 2020 azul. fono: 92616219997;02030008intn;broches parachoque trasero;3;3;ENTREGADO
275366;2025-04-14 09:30:13.910478;camioneta;CHEVROLET;TRACKER;FWD 1.8;2018;estaba estacionado y al momento de ponerme en la calle para retirarme, fui retro cediendo saliendo del estacionamiento, y solamente mirando por la ventana derech a, retrocedi lentamente hasta que senti un golpe del lado izquiero, notando que impacte a otro vh en el tapabarro trasero lado del piloto. mi vh tracker y el ch erry (vh que impacte) quedaron con abolladuras. //datos de tercero: rodolfo gab riel murua. rut: 28167390-4, ppu: ltlf90, chery arrizo 5 glx1.5 2020 azul. fono: 92616219997;03040038ndtn;farol exterior trasero derecho;3;3;ENTREGADO
275366;2025-04-14 09:30:13.910478;camioneta;CHEVROLET;TRACKER;FWD 1.8;2018;estaba estacionado y al momento de ponerme en la calle para retirarme, fui retro cediendo saliendo del estacionamiento, y solamente mirando por la ventana derech a, retrocedi lentamente hasta que senti un golpe del lado izquiero, notando que impacte a otro vh en el tapabarro trasero lado del piloto. mi vh tracker y el ch erry (vh que impacte) quedaron con abolladuras. //datos de tercero: rodolfo gab riel murua. rut: 28167390-4, ppu: ltlf90, chery arrizo 5 glx1.5 2020 azul. fono: 92616219997;02090113nntn;parachoque trasero;3;3;ENTREGADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02090190nidn;soporte izquierdo bomper delantero;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02090066nddn;guardafango derecho;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02080015nddn;bocel guardafango derecho;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02090073nddn;guardapolvo plastico delantero derecho;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02090220nddn;bocel derecho bomper delantero;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02090009nndn;babero delantero;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;03040015nddn;farola derecho;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02090112nndn;bomper delantero;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02090236ndnn;soporte luz antiniebla derecho;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02090186nddn;soporte derecho bomper delantero;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02090218nddn;aro antiniebla derecho;12;12;OBJETADO
191574;2024-08-27 15:32:41.741000;;RENAULT;STEPWAY [2] [FL];INTENS MT 1600CC 16V AA 4AB ABS;2022;ubicacion: bajando la via vieja al mar llegando al crucero hechos: yo venia bajando, el salia de una carretera no se fijo y me golpeo al lado. danos: la farola se quebro quedo apacharrada por el lado y tapa delantera tuvo un golpecito. 3107384761 macximus721@hotmail.com;02080048nddn;extension derecho plastica bomper delantero;12;12;OBJETADO
111447;2023-12-27 19:07:23.324000;;RENAULT;KWID;OUTSIDER MT 1000CC 12V 4AB ABS;2020;aseguradk frena por el semaforo en rojo y una moto cargo lo golpea en la parte trasera - vehiculos afectados: no - otros afectados: no;02090113nntn;bomper trasero;3;3;OBJETADO
111447;2023-12-27 19:07:23.324000;;RENAULT;KWID;OUTSIDER MT 1000CC 12V 4AB ABS;2020;aseguradk frena por el semaforo en rojo y una moto cargo lo golpea en la parte trasera - vehiculos afectados: no - otros afectados: no;02090187ndtn;soporte derecho bomper trasero;3;3;OBJETADO
111447;2023-12-27 19:07:23.324000;;RENAULT;KWID;OUTSIDER MT 1000CC 12V 4AB ABS;2020;aseguradk frena por el semaforo en rojo y una moto cargo lo golpea en la parte trasera - vehiculos afectados: no - otros afectados: no;02090191nitn;soporte izquierdo bomper trasero;3;3;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;05040084nnns;tapa de valvulas;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;04020001ennn;aceite 1/4;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;05040018indn;termostato;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;05040084nnns;tapa de valvulas;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;05040049nndn;kit empaques motor;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;05040248inni;empaque tapa valvulas;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;05040332nndn;empaque de culata;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;05040051nndn;motor 3/4;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;05050024nndn;radiador de aceite;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;04020009ennn;liquido refrigerante por galon;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;03070022nndn;sensor cigueñal;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;03070016nndn;sensor posicion arbol de levas;13;13;OBJETADO
161295;2024-05-30 17:19:09.756000;;JEEP;GRAND CHEROKEE [4] [FL];LIMITED TP 3600CC CT 4X4;2014;via bolombolo medellin, subiendo por sinifana, el carro se paro totalmente frente a amaga. al comenzar a subir por el sector de la sinifana por sacarle el cuerpo a un huevo me monte sobre una piedra. mas adelante el carro mostro una alerta de recalentamiento, comenzaba a llover y no pare por temor a caida de rocas muy frecuente en el lugar. segui conduciendo hasta amaga donde el carro se detuvo totalmente. llame a sura y me enviaron una grua por ser domingo el carro lo deje en mi unidad del poblado el lunes volvi a llamar a sura y me enviaron la grua nuevamente y llevamos el carro al taller de caribemotor. el carro boto mucho aceite y no se puede mover. desde entonces esta en el taller de caribemotor. cel 3116174549 f.ramirez@condiseno.co no tengo soporte por que no me choque.;05040104nndn;multiple de admision;13;13;OBJETADO
114574;2024-01-09 15:37:41.071000;;FORD;EXPLORER [6];XLT TP 2300CC T 4X4;2022;transito por detras del otro vehiculo, procedo a delantero por la izquierda, no calculo bien el espacio y al adelantarlo lo colisiono en la parte trasera izquierda. concepto de responsabilidad. asegurado responsable, no calcula bien el espacio y al adelantar el vehiculo tercero lo colisiona. - vehiculos afectados: no - otros afectados: no;02090145ndtn;puerta trasero derecho;2;2;ENTREGADO
114574;2024-01-09 15:37:41.071000;;FORD;EXPLORER [6];XLT TP 2300CC T 4X4;2022;transito por detras del otro vehiculo, procedo a delantero por la izquierda, no calculo bien el espacio y al adelantarlo lo colisiono en la parte trasera izquierda. concepto de responsabilidad. asegurado responsable, no calcula bien el espacio y al adelantar el vehiculo tercero lo colisiona. - vehiculos afectados: no - otros afectados: no;02080023ndtn;moldura puerta trasero derecho;2;2;ENTREGADO
158376;2024-05-22 11:53:13.760000;;VOLKSWAGEN;GOL [7] [FL];COMFORTLINE AT 1600CC 2AB ABS R15;2022;ubicacion: el retiro antioquia avenida circunvalar hechos: el vehiculo estaba parqueado, me baje a comprar algo,una persona que estaba en el sitio le indico que una camioneta reversando colisiono el vehiculo y se dio a la fuga. danos: stok trasero derecho, bomper trasero presenta rayones. pabalejo@gmail.com 98633538;03040038ndtn;stop derecho;1;1;OBJETADO
213697;2024-10-28 13:04:29.170000;;RENAULT;LOGAN F.II;DYNAMIQUE MT 1600CC [INT];2016;ubicacion: medellin antioquia version de los hechos: yo estaba estacionado para girar a la izquierda y un muchacho en una moto me pego y se dio a la huida. danos: bomper delantero, farola rayada celular: 314 8503476 e-mail: hernan19471@gmail.com;02090171nidn;rejilla izquierdo bomper delantero;5;5;OBJETADO
213697;2024-10-28 13:04:29.170000;;RENAULT;LOGAN F.II;DYNAMIQUE MT 1600CC [INT];2016;ubicacion: medellin antioquia version de los hechos: yo estaba estacionado para girar a la izquierda y un muchacho en una moto me pego y se dio a la huida. danos: bomper delantero, farola rayada celular: 314 8503476 e-mail: hernan19471@gmail.com;02090112nndn;bomper delantero;5;5;OBJETADO
213697;2024-10-28 13:04:29.170000;;RENAULT;LOGAN F.II;DYNAMIQUE MT 1600CC [INT];2016;ubicacion: medellin antioquia version de los hechos: yo estaba estacionado para girar a la izquierda y un muchacho en una moto me pego y se dio a la huida. danos: bomper delantero, farola rayada celular: 314 8503476 e-mail: hernan19471@gmail.com;02030004iidn;broches guardapolvo plastico delantero izquierdo;5;5;OBJETADO
213697;2024-10-28 13:04:29.170000;;RENAULT;LOGAN F.II;DYNAMIQUE MT 1600CC [INT];2016;ubicacion: medellin antioquia version de los hechos: yo estaba estacionado para girar a la izquierda y un muchacho en una moto me pego y se dio a la huida. danos: bomper delantero, farola rayada celular: 314 8503476 e-mail: hernan19471@gmail.com;02090081nidn;guia lateral izquierdo bomper delantero;5;5;OBJETADO
